sex	age	month	labour status	Unemployed aged 15-74 (LFS), percent
total	total 15-74 years	2003M09	unemployed	6.2
total	total 15-74 years	2003M10	unemployed	6.4
total	total 15-74 years	2003M11	unemployed	6.9
total	total 15-74 years	2003M12	unemployed	6.9
total	total 15-74 years	2004M01	unemployed	7.6
total	total 15-74 years	2004M02	unemployed	8.0
total	total 15-74 years	2004M03	unemployed	8.0
total	total 15-74 years	2004M04	unemployed	7.5
total	total 15-74 years	2004M05	unemployed	8.0
total	total 15-74 years	2004M06	unemployed	8.8
total	total 15-74 years	2004M07	unemployed	6.8
total	total 15-74 years	2004M08	unemployed	6.9
total	total 15-74 years	2004M09	unemployed	7.5
total	total 15-74 years	2004M10	unemployed	6.7
total	total 15-74 years	2004M11	unemployed	7.1
total	total 15-74 years	2004M12	unemployed	7.3
total	total 15-74 years	2005M01	unemployed	8.5
total	total 15-74 years	2005M02	unemployed	8.6
total	total 15-74 years	2005M03	unemployed	8.0
total	total 15-74 years	2005M04	unemployed	8.0
total	total 15-74 years	2005M05	unemployed	8.3
total	total 15-74 years	2005M06	unemployed	9.6
total	total 15-74 years	2005M07	unemployed	7.7
total	total 15-74 years	2005M08	unemployed	7.4
total	total 15-74 years	2005M09	unemployed	7.1
total	total 15-74 years	2005M10	unemployed	7.5
total	total 15-74 years	2005M11	unemployed	6.7
total	total 15-74 years	2005M12	unemployed	7.5
total	total 15-74 years	2006M01	unemployed	8.4
total	total 15-74 years	2006M02	unemployed	7.5
total	total 15-74 years	2006M03	unemployed	8.1
total	total 15-74 years	2006M04	unemployed	8.2
total	total 15-74 years	2006M05	unemployed	7.5
total	total 15-74 years	2006M06	unemployed	8.6
total	total 15-74 years	2006M07	unemployed	6.6
total	total 15-74 years	2006M08	unemployed	6.5
total	total 15-74 years	2006M09	unemployed	6.2
total	total 15-74 years	2006M10	unemployed	6.2
total	total 15-74 years	2006M11	unemployed	6.0
total	total 15-74 years	2006M12	unemployed	6.2
total	total 15-74 years	2007M01	unemployed	7.1
total	total 15-74 years	2007M02	unemployed	6.6
total	total 15-74 years	2007M03	unemployed	7.1
total	total 15-74 years	2007M04	unemployed	6.6
total	total 15-74 years	2007M05	unemployed	6.2
total	total 15-74 years	2007M06	unemployed	7.9
total	total 15-74 years	2007M07	unemployed	5.5
total	total 15-74 years	2007M08	unemployed	5.4
total	total 15-74 years	2007M09	unemployed	5.7
total	total 15-74 years	2007M10	unemployed	5.8
total	total 15-74 years	2007M11	unemployed	5.3
total	total 15-74 years	2007M12	unemployed	5.7
total	total 15-74 years	2008M01	unemployed	6.5
total	total 15-74 years	2008M02	unemployed	6.2
total	total 15-74 years	2008M03	unemployed	6.4
total	total 15-74 years	2008M04	unemployed	6.1
total	total 15-74 years	2008M05	unemployed	6.0
total	total 15-74 years	2008M06	unemployed	8.2
total	total 15-74 years	2008M07	unemployed	5.9
total	total 15-74 years	2008M08	unemployed	5.3
total	total 15-74 years	2008M09	unemployed	6.0
total	total 15-74 years	2008M10	unemployed	5.8
total	total 15-74 years	2008M11	unemployed	6.4
total	total 15-74 years	2008M12	unemployed	6.5
total	total 15-74 years	2009M01	unemployed	7.4
total	total 15-74 years	2009M02	unemployed	8.1
total	total 15-74 years	2009M03	unemployed	8.4
total	total 15-74 years	2009M04	unemployed	8.4
total	total 15-74 years	2009M05	unemployed	9.2
total	total 15-74 years	2009M06	unemployed	9.9
total	total 15-74 years	2009M07	unemployed	8.0
total	total 15-74 years	2009M08	unemployed	8.0
total	total 15-74 years	2009M09	unemployed	8.4
total	total 15-74 years	2009M10	unemployed	8.3
total	total 15-74 years	2009M11	unemployed	8.2
total	total 15-74 years	2009M12	unemployed	8.7
total	total 15-74 years	2010M01	unemployed	9.7
total	total 15-74 years	2010M02	unemployed	9.4
total	total 15-74 years	2010M03	unemployed	9.5
total	total 15-74 years	2010M04	unemployed	9.9
total	total 15-74 years	2010M05	unemployed	9.2
total	total 15-74 years	2010M06	unemployed	9.7
total	total 15-74 years	2010M07	unemployed	8.3
total	total 15-74 years	2010M08	unemployed	7.7
total	total 15-74 years	2010M09	unemployed	8.0
total	total 15-74 years	2010M10	unemployed	7.8
total	total 15-74 years	2010M11	unemployed	7.5
total	total 15-74 years	2010M12	unemployed	7.7
total	total 15-74 years	2011M01	unemployed	8.5
total	total 15-74 years	2011M02	unemployed	8.3
total	total 15-74 years	2011M03	unemployed	8.5
total	total 15-74 years	2011M04	unemployed	8.3
total	total 15-74 years	2011M05	unemployed	8.2
total	total 15-74 years	2011M06	unemployed	9.3
total	total 15-74 years	2011M07	unemployed	7.3
total	total 15-74 years	2011M08	unemployed	7.1
total	total 15-74 years	2011M09	unemployed	7.1
total	total 15-74 years	2011M10	unemployed	7.3
total	total 15-74 years	2011M11	unemployed	7.2
total	total 15-74 years	2011M12	unemployed	7.4
total	total 15-74 years	2012M01	unemployed	8.5
total	total 15-74 years	2012M02	unemployed	8.3
total	total 15-74 years	2012M03	unemployed	8.1
total	total 15-74 years	2012M04	unemployed	8.1
total	total 15-74 years	2012M05	unemployed	8.7
total	total 15-74 years	2012M06	unemployed	9.1
total	total 15-74 years	2012M07	unemployed	7.5
total	total 15-74 years	2012M08	unemployed	7.6
total	total 15-74 years	2012M09	unemployed	7.7
total	total 15-74 years	2012M10	unemployed	7.6
total	total 15-74 years	2012M11	unemployed	7.9
total	total 15-74 years	2012M12	unemployed	7.7
total	total 15-74 years	2013M01	unemployed	8.5
total	total 15-74 years	2013M02	unemployed	8.6
total	total 15-74 years	2013M03	unemployed	8.9
total	total 15-74 years	2013M04	unemployed	8.9
total	total 15-74 years	2013M05	unemployed	8.3
total	total 15-74 years	2013M06	unemployed	9.2
total	total 15-74 years	2013M07	unemployed	7.3
total	total 15-74 years	2013M08	unemployed	7.4
total	total 15-74 years	2013M09	unemployed	7.6
total	total 15-74 years	2013M10	unemployed	7.4
total	total 15-74 years	2013M11	unemployed	7.6
total	total 15-74 years	2013M12	unemployed	7.6
total	total 15-74 years	2014M01	unemployed	8.8
total	total 15-74 years	2014M02	unemployed	8.6
total	total 15-74 years	2014M03	unemployed	8.7
total	total 15-74 years	2014M04	unemployed	8.8
total	total 15-74 years	2014M05	unemployed	8.1
total	total 15-74 years	2014M06	unemployed	9.3
total	total 15-74 years	2014M07	unemployed	7.2
total	total 15-74 years	2014M08	unemployed	7.5
total	total 15-74 years	2014M09	unemployed	7.3
total	total 15-74 years	2014M10	unemployed	7.6
total	total 15-74 years	2014M11	unemployed	7.5
total	total 15-74 years	2014M12	unemployed	7.1
total	total 15-74 years	2015M01	unemployed	8.5
total	total 15-74 years	2015M02	unemployed	8.5
total	total 15-74 years	2015M03	unemployed	8.1
total	total 15-74 years	2015M04	unemployed	8.5
total	total 15-74 years	2015M05	unemployed	8.1
total	total 15-74 years	2015M06	unemployed	8.6
total	total 15-74 years	2015M07	unemployed	6.6
total	total 15-74 years	2015M08	unemployed	6.5
total	total 15-74 years	2015M09	unemployed	6.8
total	total 15-74 years	2015M10	unemployed	6.8
total	total 15-74 years	2015M11	unemployed	6.4
total	total 15-74 years	2015M12	unemployed	6.8
total	total 15-74 years	2016M01	unemployed	7.6
total	total 15-74 years	2016M02	unemployed	7.7
total	total 15-74 years	2016M03	unemployed	7.9
total	total 15-74 years	2016M04	unemployed	7.4
total	total 15-74 years	2016M05	unemployed	7.7
total	total 15-74 years	2016M06	unemployed	7.7
total	total 15-74 years	2016M07	unemployed	6.4
total	total 15-74 years	2016M08	unemployed	6.7
total	total 15-74 years	2016M09	unemployed	6.2
total	total 15-74 years	2016M10	unemployed	6.5
total	total 15-74 years	2016M11	unemployed	6.3
total	total 15-74 years	2016M12	unemployed	6.6
total	total 15-74 years	2017M01	unemployed	7.5
total	total 15-74 years	2017M02	unemployed	7.5
total	total 15-74 years	2017M03	unemployed	6.9
total	total 15-74 years	2017M04	unemployed	7.3
total	total 15-74 years	2017M05	unemployed	7.3
total	total 15-74 years	2017M06	unemployed	7.4
total	total 15-74 years	2017M07	unemployed	6.6
total	total 15-74 years	2017M08	unemployed	6.1
total	total 15-74 years	2017M09	unemployed	6.3
total	total 15-74 years	2017M10	unemployed	6.4
total	total 15-74 years	2017M11	unemployed	5.9
total	total 15-74 years	2017M12	unemployed	6.2
total	total 15-74 years	2018M01	unemployed	7.2
total	total 15-74 years	2018M02	unemployed	6.4
total	total 15-74 years	2018M03	unemployed	6.6
total	total 15-74 years	2018M04	unemployed	6.9
total	total 15-74 years	2018M05	unemployed	6.6
total	total 15-74 years	2018M06	unemployed	7.3
total	total 15-74 years	2018M07	unemployed	6.2
total	total 15-74 years	2018M08	unemployed	6.1
total	total 15-74 years	2018M09	unemployed	5.9
total	total 15-74 years	2018M10	unemployed	5.8
total	total 15-74 years	2018M11	unemployed	6.0
total	total 15-74 years	2018M12	unemployed	6.2
total	total 15-74 years	2019M01	unemployed	6.7
total	total 15-74 years	2019M02	unemployed	7.4
total	total 15-74 years	2019M03	unemployed	7.8
total	total 15-74 years	2019M04	unemployed	6.9
total	total 15-74 years	2019M05	unemployed	7.3
total	total 15-74 years	2019M06	unemployed	7.3
total	total 15-74 years	2019M07	unemployed	7.0
total	total 15-74 years	2019M08	unemployed	7.0
total	total 15-74 years	2019M09	unemployed	6.1
total	total 15-74 years	2019M10	unemployed	6.2
total	total 15-74 years	2019M11	unemployed	7.0
total	total 15-74 years	2019M12	unemployed	6.2
total	total 15-74 years	2020M01	unemployed	7.7
total	total 15-74 years	2020M02	unemployed	8.3
total	total 15-74 years	2020M03	unemployed	7.3
total	total 15-74 years	2020M04	unemployed	8.5
total	total 15-74 years	2020M05	unemployed	9.2
total	total 15-74 years	2020M06	unemployed	10.0
total	total 15-74 years	2020M07	unemployed	9.1
total	total 15-74 years	2020M08	unemployed	9.0
total	total 15-74 years	2020M09	unemployed	8.4
total	total 15-74 years	2020M10	unemployed	8.0
total	total 15-74 years	2020M11	unemployed	7.8
total	total 15-74 years	2020M12	unemployed	8.5
total	total 15-74 years	2021M01	unemployed	9.4
total	total 15-74 years	2021M02	unemployed	9.7
total	total 15-74 years	2021M03	unemployed	10.2
total	total 15-74 years	2021M04	unemployed	9.4
total	total 15-74 years	2021M05	unemployed	9.8
total	total 15-74 years	2021M06	unemployed	10.5
total	total 15-74 years	2021M07	unemployed	8.0
total	total 15-74 years	2021M08	unemployed	8.6
total	total 15-74 years	2021M09	unemployed	8.4
total	total 15-74 years	2021M10	unemployed	7.7
total	total 15-74 years	2021M11	unemployed	7.6
total	total 15-74 years	2021M12	unemployed	7.4
total	total 15-74 years	2022M01	unemployed	8.4
total	total 15-74 years	2022M02	unemployed	7.9
total	total 15-74 years	2022M03	unemployed	8.2
total	total 15-74 years	2022M04	unemployed	8.2
total	total 15-74 years	2022M05	unemployed	8.5
total	total 15-74 years	2022M06	unemployed	8.6
total	total 15-74 years	2022M07	unemployed	6.5
total	total 15-74 years	2022M08	unemployed	6.6
total	total 15-74 years	2022M09	unemployed	6.5
total	total 15-74 years	2022M10	unemployed	7.1
total	total 15-74 years	2022M11	unemployed	6.4
total	total 15-74 years	2022M12	unemployed	6.9
total	total 15-74 years	2023M01	unemployed	7.6
total	total 15-74 years	2023M02	unemployed	8.2
total	total 15-74 years	2023M03	unemployed	7.7
total	total 15-74 years	2023M04	unemployed	7.5
total	total 15-74 years	2023M05	unemployed	7.9
total	total 15-74 years	2023M06	unemployed	9.3
total	total 15-74 years	2023M07	unemployed	6.2
total	total 15-74 years	2023M08	unemployed	7.7
total	total 15-74 years	2023M09	unemployed	7.7
total	total 15-74 years	2023M10	unemployed	7.4
