"ADDRESS" "GEOADDRESS" "MUNICIPALITY" "TYPE" "BALCONY" "CLOSING_PRICE" "INCREASE_ABS" "INCREASE_REL" "PRICE_M2" "ROOMS" "AREA" "DRIFT" "SOLD" "LONGITUDE" "LATITUDE" "ID"
"Eliegatan 10" "eliegatan 10, 172 73 sundbyberg, sweden" "Sundbyberg" "Apartment" "Yes" 4200000 205000 0.0513141426783479 49320.987654321 4 81 26479 "2023-09-27" 17.9628347 59.367768 537
"Finn Malmgrens väg 44" "finn malmgrens väg 44, 121 38 johanneshov, sweden" "Stockholm" "Apartment" "Yes" 2720000 370000 0.157446808510638 63513.5135135135 2 37 6200 "2023-09-27" 18.10384 59.2950611 538
"Albyvägen 15" "albyvägen 15, 145 57 norsborg, sweden" "Botkyrka" "Apartment" "Yes" 1700000 -50000 -0.0285714285714286 21472.3926380368 3 81.5 8400 "2023-09-27" 17.8514291 59.2391408 539
"Tellusborgsvägen 90, vån 4" "tellusborgsvägen 90, vån 4, 126 28 hägersten, sweden" "Stockholm" "Apartment" "Yes" 2995000 0 0 61122.4489795918 2 49 4800 "2023-09-27" 18.0020703 59.298876 540
"Ekuddsvägen 27, 2tr" "ekuddsvägen 27, 2tr, 131 38 nacka, sweden" "Nacka" "Apartment" "Yes" 2200000 205000 0.102756892230576 58676.4705882353 1 34 3600 "2023-09-27" 18.1414 59.3058735 541
"Tunavägen 58" "tunavägen 58, 194 55 upplands väsby, sweden" "Upplands Väsby" "Terrace" "No" 4325000 -125000 -0.0280898876404494 31118.8811188811 6 143 43000 "2023-09-27" 17.937435 59.5256336 542
"Jungfrugatan 38" "jungfrugatan 38, 114 44 stockholm, sweden" "Stockholm" "Apartment" "No" 15500000 6e+05 0.0402684563758389 140566.037735849 4 106 6300 "2023-09-27" 18.0843209 59.3395321 543
"Fridensborgsvägen 58, vån 3" "fridensborgsvägen 58, vån 3, 170 69 solna, sweden" "Solna" "Apartment" "Yes" 2600000 205000 0.0855949895615866 63026.3157894737 2 38 1755 "2023-09-26" 17.9933874 59.3827026 544
"Ängskärsgatan 6" "ängskärsgatan 6, 115 29 stockholm, sweden" "Stockholm" "Apartment" "Yes" 3850000 -145000 -0.0362953692115144 102435.897435897 2 39 7100 "2023-09-26" 18.0971468 59.3426432 545
"Grönviksvägen 133" "grönviksvägen 133, 167 76 bromma, sweden" "Stockholm" "Villa" "No" 19525000 0 0 98115.5778894472 7 199 79336 "2023-09-26" 17.9241773 59.3246075 546
"Mjölnerbacken 33" "mjölnerbacken 33, 174 48 sundbyberg, sweden" "Sundbyberg" "Apartment" "Yes" 3295000 0 0 35053.1914893617 4 94 5800 "2023-09-26" 17.9359167 59.3779851 547
"Kvällsvägen 8 " "kvällsvägen 8, 146 31 tullinge, sweden" "Botkyrka" "Apartment" "No" 2195000 0 0 26606.0606060606 3 82.5 9391 "2023-09-26" 17.9057327 59.2046421 548
"Cedergrensvägen 27" "cedergrensvägen 27, 126 36 hägersten, sweden" "Stockholm" "Apartment" "No" 4725000 430000 0.10011641443539 61357.1428571429 3 70 4518 "2023-09-26" 18.000739 59.3018375 549
"Hornsgatan 64A, Gårdshus" "hornsgatan 64a, 118 21 stockholm, sweden" "Stockholm" "Apartment" "No" 3100000 -95000 -0.0297339593114241 122884.615384615 2 26 3319 "2023-09-26" 18.0605164 59.3187434 550
"Skebokvarnsvägen 265" "skebokvarnsvägen 265, 124 53 bandhagen, sweden" "Stockholm" "Apartment" "Yes" 2350000 155000 0.070615034168565 36280.9917355372 2 60.5 5340 "2023-09-26" 18.0345812 59.2636358 551
"Cedergrensvägen 43" "cedergrensvägen 43, 126 36 hägersten, sweden" "Stockholm" "Apartment" "No" 3600000 250000 0.0746268656716418 65686.2745098039 3 51 9900 "2023-09-26" 17.9985426 59.3007965 552
"Vatt-Annas Väg 19" "vatt-annas väg 19, 151 55 södertälje, sweden" "Södertälje" "Apartment" "Yes" 1060000 -35000 -0.0319634703196348 18717.9487179487 2 58.5 4800 "2023-09-26" 17.5932392 59.2115926 553
"Hagalundsgatan 14" "hagalundsgatan 14, 169 63 solna, sweden" "Solna" "Apartment" "Yes" 2440000 245000 0.111617312072893 37203.3898305085 2 59 6000 "2023-09-26" 18.0095762 59.361713 554
"Betsövägen 10" "betsövägen 10, 132 30 saltsjö-boo, sweden" "Nacka" "Apartment" "No" 1895000 0 0 35092.5925925926 2 54 2400 "2023-09-26" 18.2583164 59.3285774 555
"Katarina bangata 61, 4 tr" "katarina bangata 61, 4 tr, 116 42 stockholm, sweden" "Stockholm" "Apartment" "Yes" 4220000 425000 0.111989459815547 99868.4210526316 2 38 2675 "2023-09-26" 18.0876234 59.3093135 556
"Andebodavägen 301" "andebodavägen 301, 175 43 järfälla, sweden" "Järfälla" "Terrace" "No" 4100000 -95000 -0.0226460071513707 32519.3798449612 6 129 39250 "2023-09-26" 17.8164667 59.4082094 557
"Spillkråkevägen 6" "spillkråkevägen 6, 184 61 åkersberga, sweden" "Österåker" "Villa" "Yes" 3830000 35000 0.00922266139657446 28111.1111111111 5 135 52650 "2023-09-26" 18.3387693 59.4784832 558
"Skånstavägen 24" "skånstavägen 24, 184 38 åkersberga, sweden" "Österåker" "Terrace" "No" 3650000 151000 0.0431551871963418 25540.1459854015 5 137 25000 "2023-09-26" 18.3239971 59.4887753 559
"Karlbergsvägen 32A, 2tr" "karlbergsvägen 32a, 2tr, 113 27 stockholm, sweden" "Stockholm" "Apartment" "Yes" 8750000 1644856 0.231502134228385 98682.5555555556 2 72 15420 "2023-09-26" 18.0438377 59.342987 560
"Magnus Ladulåsgatan 7" "magnus ladulåsgatan 7, 118 65 stockholm, sweden" "Stockholm" "Apartment" "Yes" 6600000 305000 0.0484511517077044 73197.6744186047 4 86 5400 "2023-09-26" 18.0605455 59.3119391 561
"Östhammarsgatan 70B" "östhammarsgatan 70b, 115 28 stockholm, sweden" "Stockholm" "Apartment" "Yes" 5675000 180000 0.0327570518653322 105673.076923077 2 52 5376 "2023-09-26" 18.1121163 59.3434032 562
"Månstorpsvägen 26" "månstorpsvägen 26, 146 45 tullinge, sweden" "Botkyrka" "Apartment" "Yes" 1695000 0 0 29478.2608695652 2 57.5 8344 "2023-09-26" 17.8998901 59.2120428 563
"Havrevägen 10, 7tr" "havrevägen 10, 7tr, 145 68 norsborg, sweden" "Botkyrka" "Apartment" "Yes" 2600000 50000 0.0196078431372548 28333.3333333333 4 90 1500 "2023-09-26" 17.8291128 59.2462171 564
"Legendvägen 11" "legendvägen 11, 176 70 järfälla, sweden" "Järfälla" "Apartment" "Yes" 2050000 60000 0.0301507537688441 23832.3353293413 3 83.5 5200 "2023-09-26" 17.8160342 59.45139 565
"Bergviksgatan 15" "bergviksgatan 15, 152 44 södertälje, sweden" "Södertälje" "Apartment" "Yes" 3550000 -50000 -0.0138888888888888 42352.9411764706 3 85 6845 "2023-09-26" 17.622487 59.2077952 566
"Borensvägen 43" "borensvägen 43, 120 52 årsta, sweden" "Stockholm" "Apartment" "Yes" 3250000 255000 0.0851419031719534 51637.9310344828 3 58 4500 "2023-09-26" 18.0536935 59.2968392 567
"Nytorpsvägen 50" "nytorpsvägen 50, 183 71 täby, sweden" "Täby" "Apartment" "Yes" 6150000 -50000 -0.00806451612903225 53448.275862069 5 116 9000 "2023-09-26" 18.0808367 59.436087 568
"Marknadsvägen 189, 2tr" "marknadsvägen 189, 2tr, 183 79 täby, sweden" "Täby" "Apartment" "Yes" 3500000 205000 0.062215477996965 38313.9534883721 3 86 6000 "2023-09-26" 18.078006 59.4483714 569
"Tunvägen 6B" "tunvägen 6b, 761 62 norrtälje, sweden" "Norrtälje" "Apartment" "Yes" 1850000 2e+05 0.121212121212121 19642.8571428571 3 84 8400 "2023-09-26" 18.7265227 59.7689285 570
"Munkedalsvägen 6" "munkedalsvägen 6, 122 42 enskede, sweden" "Stockholm" "Villa" "No" 12190000 -5000 -0.000410004100040995 69685.7142857143 9 175 39248 "2023-09-26" 18.0562262 59.2740393 571
"Västmannagatan 29 B, 2 tr ög" "västmannagatan 29b, 2 tr, 113 25 stockholm, sweden" "Stockholm" "Apartment" "Yes" 4925000 430000 0.0956618464961068 104534.88372093 2 43 -595 "2023-09-26" 18.0497955 59.3387939 572
"Lundagatan 9" "lundagatan 9, 171 63 solna, sweden" "Solna" "Apartment" "Yes" 3260000 510000 0.185454545454546 45081.9672131148 2 61 8377 "2023-09-26" 18.0024754 59.3539383 573
"Klas Klättermus Gata 7, 3 tr." "klas klättermus gata 7, 3 tr, 168 70 bromma, sweden" "Stockholm" "Apartment" "Yes" 4350000 1e+05 0.0235294117647058 50000 3 85 14354 "2023-09-26" 17.9538401 59.3639034 574
"Thorsten Levenstams väg 2B, vån 2" "thorsten levenstams väg 2b, vån 2, 128 68 sköndal, sweden" "Stockholm" "Apartment" "Yes" 2600000 0 0 57777.7777777778 2 45 6048 "2023-09-26" 18.117874 59.253793 575
"Meteorvägen 32" "meteorvägen 32, 183 33 täby, sweden" "Täby" "Apartment" "Yes" 2995000 0 0 36975.3086419753 3 81 6000 "2023-09-26" 18.0707827 59.4377128 576
"Husarvägen 5" "husarvägen 5, 192 78 sollentuna, sweden" "Sollentuna" "Villa" "No" 5450000 -145000 -0.0259159964253798 43038.4615384615 6 130 64969 "2023-09-26" 17.9103993 59.4838432 577
"Björkbacksvägen 26" "björkbacksvägen 26, 168 69 bromma, sweden" "Stockholm" "Apartment" "Yes" 2590000 340000 0.151111111111111 48387.0967741935 2 46.5 6960 "2023-09-26" 17.9642495 59.3439935 578
"Akvarellvägen 14" "akvarellvägen 14, 146 30 tullinge, sweden" "Botkyrka" "Villa" "No" 5740000 -255000 -0.042535446205171 36554.8780487805 6 164 53224 "2023-09-26" 17.8986362 59.2074583 579
"Centralvägen 21 C" "centralvägen 21c, 184 32 åkersberga, sweden" "Österåker" "Apartment" "Yes" 5700000 5000 0.000877963125548664 42500 5 134 4044 "2023-09-26" 18.2909175 59.4845421 580
"Framnäsbacken 1, vån 2" "framnäsbacken 1, vån 2, 171 66 solna, sweden" "Solna" "Apartment" "Yes" 3220000 225000 0.0751252086811351 45378.7878787879 3 66 18432 "2023-09-26" 17.9870346 59.3560193 581
"Söderbyvägen 18" "söderbyvägen 18, 144 61 rönninge, sweden" "Salem" "Apartment" "Yes" 2300000 -195000 -0.0781563126252505 30802.4691358025 3 81 4000 "2023-09-26" 17.7558937 59.1955534 582
"Lagmansbacken 9" "lagmansbacken 9, 145 56 norsborg, sweden" "Botkyrka" "Apartment" "Yes" 1425000 -25000 -0.0172413793103449 40277.7777777778 2 36 5424 "2023-09-26" 17.8440591 59.2403244 583
"Bygatan 30" "bygatan 30, 191 46 sollentuna, sweden" "Sollentuna" "Apartment" "Yes" 1995000 0 0 22931.0344827586 4 87 11400 "2023-09-26" 17.9394841 59.4281224 584
"Västra Banvägen 100" "västra banvägen 100, 184 50 åkersberga, sweden" "Österåker" "Terrace" "No" 4040000 -155000 -0.0369487485101311 37455.3571428571 5 112 35000 "2023-09-26" 18.3075421 59.473342 585
"Galoppgatan 56" "galoppgatan 56, 194 30 upplands väsby, sweden" "Upplands Väsby" "Apartment" "Yes" 2e+06 105000 0.0554089709762533 22559.5238095238 4 84 6500 "2023-09-26" 17.9086932 59.5056783 586
"Täppgränd 5B" "täppgränd 5b, 121 33 enskededalen, sweden" "Stockholm" "Apartment" "Yes" 3350000 -45000 -0.0132547864506627 59561.4035087719 3 57 3198 "2023-09-26" 18.0987348 59.2854098 587
"Karlebyvägen 13" "karlebyvägen 13, 168 55 bromma, sweden" "Stockholm" "Villa" "Yes" 8900000 -695000 -0.0724335591453882 133263.888888889 7 72 42745 "2023-09-26" 17.9052083 59.343659 588
"Kruthornsvägen 17" "kruthornsvägen 17, 192 32 sollentuna, sweden" "Sollentuna" "Apartment" "Yes" 1895000 0 0 28712.1212121212 3 66 4800 "2023-09-26" 17.9750127 59.4432415 589
"Flädervägen 11" "flädervägen 11, 146 48 tullinge, sweden" "Botkyrka" "Villa" "No" 5195000 0 0 45570.1754385965 5 114 25204 "2023-09-26" 17.9109965 59.2128524 590
"Norrskensbacken 5" "norrskensbacken 5, 146 46 tullinge, sweden" "Botkyrka" "Apartment" "Yes" 2595000 0 0 27606.3829787234 4 94 21614 "2023-09-26" 17.9115305 59.2119303 591
"Klarabergsvägen 9A" "klarabergsvägen 9a, 136 68 vendelsö, sweden" "Haninge" "Apartment" "Yes" 1920000 -75000 -0.0375939849624061 22931.0344827586 4 87 17733 "2023-09-26" 18.1795036 59.1788674 592
"Fleminggatan 49" "fleminggatan 49, 112 32 stockholm, sweden" "Stockholm" "Apartment" "Yes" 9e+06 505000 0.0594467333725721 91344.0860215054 4 93 10668 "2023-09-26" 18.0385067 59.3335636 593
"Lammholmsbacken 286" "lammholmsbacken 286, 127 55 skärholmen, sweden" "Huddinge" "Apartment" "No" 1300000 105000 0.0878661087866108 32297.2972972973 1 37 3600 "2023-09-26" 17.8834915 59.2698161 594
"Sörahemsvägen 32" "sörahemsvägen 32, 184 37 åkersberga, sweden" "Österåker" "Terrace" "No" 3700000 -295000 -0.0738423028785983 33291.6666666667 4 120 49742 "2023-09-26" 18.3170668 59.4795406 595
"Gustaf bergs väg 17 - Uthyrningsdel!" "gustaf bergs väg 17, 183 70 täby, sweden" "Täby" "Apartment" "Yes" 4600000 2e+05 0.0454545454545454 39639.6396396396 4 111 26050 "2023-09-26" 18.071884 59.4460125 596
"Essingetorget 37, 2tr" "essingetorget 37, 2tr, 112 66 stockholm, sweden" "Stockholm" "Apartment" "No" 2975000 -20000 -0.00667779632721199 74875 2 40 10283 "2023-09-26" 17.9886688 59.3203735 597
"Hugingatan 32" "hugingatan 32, 195 52 märsta, sweden" "Sigtuna" "Apartment" "No" 1295000 0 0 20234.375 2 64 3740 "2023-09-26" 17.8259632 59.6196214 598
"Ellakrogsvägen 46" "ellakrogsvägen 46, 187 33 täby, sweden" "Täby" "Villa" "No" 7900000 -350000 -0.0424242424242425 62500 6 132 65200 "2023-09-26" 18.0350754 59.4502287 599
"Trefaldighetsvägen 2A" "trefaldighetsvägen 2a, 187 67 täby, sweden" "Täby" "Apartment" "Yes" 2795000 0 0 33393.0704898447 4 83.7 25065 "2023-09-26" 18.0896843 59.4635239 600
"Arbetargatan 33A, 5 tr" "arbetargatan 33a, 5 tr, 112 45 stockholm, sweden" "Stockholm" "Apartment" "Yes" 8100000 105000 0.0131332082551594 124921.875 2 64 9289 "2023-09-26" 18.0284729 59.3354661 601
"Ringvägen 28" "ringvägen 28, 137 34 västerhaninge, sweden" "Haninge" "Apartment" "No" 1050000 55000 0.0552763819095476 24268.2926829268 1 41 11888 "2023-09-26" 18.099337 59.125993 602
"Storvretsvägen 27, 4tr" "storvretsvägen 27, 4tr, 142 31 skogås, sweden" "Huddinge" "Apartment" "Yes" 1700000 250000 0.172413793103448 19078.9473684211 3 76 5500 "2023-09-26" 18.1547205 59.2127335 603
"Jungfrugatan 12" "jungfrugatan 12, 114 44 stockholm, sweden" "Stockholm" "Apartment" "Yes" 17100000 -850000 -0.0473537604456824 137022.900763359 5 131 19500 "2023-09-26" 18.081814 59.3364912 604
"Sollentunavägen 60C" "sollentunavägen 60c, 191 40 sollentuna, sweden" "Sollentuna" "Apartment" "No" 1650000 -45000 -0.0265486725663717 39418.6046511628 2 43 7292 "2023-09-26" 17.9691714 59.4131679 605
"Travarvägen 43" "travarvägen 43, 177 59 järfälla, sweden" "Järfälla" "Terrace" "No" 3800000 -190000 -0.0476190476190477 27902.0979020979 6 143 25588 "2023-09-26" 17.8305142 59.432101 606
"Tranholmsvägen 1" "tranholmsvägen 1, 178 32 ekerö, sweden" "Ekerö" "Villa" "No" 5250000 -245000 -0.0445859872611465 46176.4705882353 5 119 20831 "2023-09-26" 17.7891366 59.2888366 607
"Ängkärrsgatan 3" "ängkärrsgatan 3, 171 70 solna, sweden" "Solna" "Apartment" "Yes" 4100000 105000 0.0262828535669588 49937.5 3 80 8400 "2023-09-26" 17.9981616 59.3528825 608
"Fridensborgsvägen 157, 2 tr" "fridensborgsvägen 157, 2 tr, 170 62 solna, sweden" "Solna" "Apartment" "Yes" 5100000 0 0 51776.6497461929 4 98.5 21063 "2023-09-26" 17.9808468 59.3822061 609
"Granithöjden 4" "granithöjden 4, 131 57 nacka, sweden" "Nacka" "Apartment" "Yes" 7800000 -1e+05 -0.0126582278481012 61240.3100775194 5 129 8400 "2023-09-26" 18.1606384 59.3082879 610
"Ringvägen 9F" "ringvägen 9f, 118 23 stockholm, sweden" "Stockholm" "Apartment" "Yes" 5900000 405000 0.0737033666969973 74256.7567567568 3 74 9240 "2023-09-26" 18.0517831 59.3189115 611
"Östra Kanalgatan 10" "östra kanalgatan 10, 152 71 södertälje, sweden" "Södertälje" "Apartment" "No" 3e+06 1e+05 0.0344827586206897 22307.6923076923 5 130 4704 "2023-09-26" 17.6373192 59.1889684 612
"Betsedevägen 5B" "betsedevägen 5b, 134 38 gustavsberg, sweden" "Värmdö" "Villa" "No" 8995000 0 0 74338.8429752066 4 121 58700 "2023-09-26" 18.4243496 59.3280692 613
"Bygatan 3, 3 tr" "bygatan 3, 3 tr, 171 49 solna, sweden" "Solna" "Apartment" "Yes" 2450000 155000 0.0675381263616557 38898.3050847458 2 59 10727 "2023-09-26" 17.9830295 59.3520788 614
"De la Gardies gränd 13" "de la gardies gränd 13, 135 63 tyresö, sweden" "Tyresö" "Villa" "No" 7100000 225000 0.0327272727272727 49107.1428571429 6 140 63633 "2023-09-26" 18.2828079 59.2454117 615
"Stora gungans väg 13" "stora gungans väg 13, 122 31 enskede, sweden" "Stockholm" "Apartment" "No" 4100000 305000 0.080368906455863 65431.0344827586 3 58 2856 "2023-09-26" 18.0913037 59.2849109 616
"Jämtlandsgatan 99, Vån 2 (13021/1101)" "jämtlandsgatan 99, vån 2, 162 60 vällingby, sweden" "Stockholm" "Apartment" "Yes" 3e+06 205000 0.0733452593917709 42348.4848484848 2 66 4500 "2023-09-26" 17.8840203 59.3552543 617
"Tallåsvägen 174" "tallåsvägen 174, 186 51 vallentuna, sweden" "Vallentuna" "Apartment" "Yes" 1730000 -65000 -0.0362116991643454 32226.2118491921 2 55.7 12360 "2023-09-26" 18.0711676 59.5115381 618
"Ormbunksvägen 12" "ormbunksvägen 12, 139 56 värmdö, sweden" "Värmdö" "Villa" "No" 3450000 0 0 57500 3 60 24880 "2023-09-26" 18.6318297 59.3063119 619
"Myggdalsvägen 69" "myggdalsvägen 69, 135 42 tyresö, sweden" "Tyresö" "Terrace" "No" 5570000 1120000 0.251685393258427 29084.9673202614 8 153 42800 "2023-09-26" 18.2368609 59.2433292 620
"Förrådsvägen 32" "förrådsvägen 32, 141 46 huddinge, sweden" "Huddinge" "Apartment" "Yes" 3520000 125000 0.036818851251841 48500 3 70 4800 "2023-09-26" 17.9898819 59.2333519 621
"Sjöviksvägen 2" "sjöviksvägen 2, 142 52 skogås, sweden" "Huddinge" "Villa" "No" 4350000 -150000 -0.0333333333333333 66666.6666666667 2 67.5 39664 "2023-09-26" 18.1502769 59.202238 622
"Kubbegatan 8" "kubbegatan 8, 128 67 sköndal, sweden" "Stockholm" "Apartment" "Yes" 2550000 -50000 -0.0192307692307693 49056.6037735849 2 53 3900 "2023-09-26" 18.1111347 59.2571164 623
"Jovisgatan 1" "jovisgatan 1, 151 71 södertälje, sweden" "Södertälje" "Apartment" "No" 2795000 0 0 33273.8095238095 3 84 15565 "2023-09-26" 17.6276617 59.1981216 624
"Ornövägen 30" "ornövägen 30, 132 32 saltsjö-boo, sweden" "Nacka" "Apartment" "Yes" 1700000 -50000 -0.0285714285714286 28688.5245901639 2 61 12895 "2023-09-26" 18.2572447 59.3315872 625
"Handelsvägen 40" "handelsvägen 40, 182 56 danderyd, sweden" "Danderyd" "Villa" "No" 11200000 205000 0.0186448385629832 73791.9463087248 5 149 44438 "2023-09-26" 18.0263303 59.4118376 626
"Flygfältsvägen 15" "flygfältsvägen 15, 177 45 järfälla, sweden" "Järfälla" "Apartment" "Yes" 2445000 -30000 -0.0121212121212121 45833.3333333333 2 54 8448 "2023-09-26" 17.8676518 59.4111571 627
"Garagevägen 19, 4 tr" "garagevägen 19, 4 tr, 121 48 johanneshov, sweden" "Stockholm" "Apartment" "Yes" 6600000 605000 0.100917431192661 64462.3655913979 4 93 5340 "2023-09-26" 18.0961047 59.2910195 628
"Evenemangsgatan 24, VÅN 18" "evenemangsgatan 24, vån 18, 169 56 solna, sweden" "Solna" "Apartment" "Yes" 5400000 405000 0.0810810810810811 67500 3 74 5760 "2023-09-26" 17.9984787 59.3716081 629
"Minutgränd 25" "minutgränd 25, 177 63 järfälla, sweden" "Järfälla" "Apartment" "Yes" 2100000 5000 0.00238663484486867 27565.7894736842 3 76 14855 "2023-09-26" 17.8196431 59.4201712 630
"Götalandsvägen 241" "götalandsvägen 241, 125 45 älvsjö, sweden" "Stockholm" "Apartment" "Yes" 4200000 205000 0.0513141426783479 49937.5 3 80 4440 "2023-09-26" 18.0048176 59.2801192 631
"Fänriksvägen 7" "fänriksvägen 7, 177 43 järfälla, sweden" "Järfälla" "Apartment" "Yes" 3e+06 -75000 -0.024390243902439 40890.9574468085 3 75.2 16732 "2023-09-26" 17.8679039 59.4178197 632
"Orrspelsvägen 23" "orrspelsvägen 23, 155 30 nykvarn, sweden" "Södertälje" "Villa" "No" 4750000 255000 0.0567296996662958 25685.7142857143 7 175 36056 "2023-09-26" 17.4304431 59.171618 633
"Gezelius väg 16" "gezelius väg 16, 134 31 gustavsberg, sweden" "Värmdö" "Apartment" "Yes" 3425000 -65000 -0.0186246418338109 39885.7142857143 3 87.5 7860 "2023-09-26" 18.3766504 59.3272529 634
"Äspholmsvägen 47" "äspholmsvägen 47, 127 45 skärholmen, sweden" "Stockholm" "Apartment" "Yes" 2700000 -195000 -0.0673575129533679 30797.8723404255 4 94 17711 "2023-09-26" 17.9091696 59.2784038 635
"Södervägen 32" "södervägen 32, 183 69 täby, sweden" "Täby" "Apartment" "Yes" 3050000 65000 0.0217755443886096 34114.2857142857 3 87.5 6600 "2023-09-26" 18.097611 59.4473982 636
"Völundsgatan 9" "völundsgatan 9, 113 21 stockholm, sweden" "Stockholm" "Apartment" "No" 3700000 -95000 -0.0250329380764164 94875 2 40 10534 "2023-09-26" 18.0384228 59.3386519 637
"Jakobsdalsvägen 23" "jakobsdalsvägen 23, 131 52 nacka strand, sweden" "Nacka" "Apartment" "Yes" 5300000 305000 0.0610610610610611 58081.3953488372 3 86 7500 "2023-09-26" 18.1637185 59.3163387 638
"Bullerholmsgränd 137" "bullerholmsgränd 137, 127 40 skärholmen, sweden" "Stockholm" "Terrace" "No" 4010000 510000 0.145714285714286 25000 6 140 30398 "2023-09-26" 17.8893588 59.2798255 639
"Annedalsvägen 49" "annedalsvägen 49, 168 70 bromma, sweden" "Stockholm" "Apartment" "No" 3425000 430000 0.143572621035059 49098.3606557377 2 61 10887 "2023-09-26" 17.9487631 59.364832 640
"Oxenstiernas Allé 33" "oxenstiernas allé 33, 174 63 sundbyberg, sweden" "Sundbyberg" "Apartment" "No" 2695000 0 0 37378.640776699 3 72.1 17871 "2023-09-26" 17.9462673 59.3851843 641
"Frejgatan 53" "frejgatan 53, 113 49 stockholm, sweden" "Stockholm" "Apartment" "No" 5400000 605000 0.126173096976017 102021.276595745 2 47 6000 "2023-09-26" 18.0522842 59.3460316 642
"Anbudsvägen 3B" "anbudsvägen 3b, 187 50 täby, sweden" "Täby" "Villa" "No" 7050000 -245000 -0.0335846470185058 52107.1428571429 5 140 39628 "2023-09-26" 18.0428157 59.4621016 643
"Torggatan 16 J" "torggatan 16j, 185 32 vaxholm, sweden" "Österåker" "Apartment" "Yes" 3700000 205000 0.0586552217453504 56370.9677419355 2 62 11172 "2023-09-26" 18.3495782 59.4044302 644
"Bildhuggarvägen 4" "bildhuggarvägen 4, 121 44 johanneshov, sweden" "Stockholm" "Apartment" "Yes" 3020000 225000 0.0805008944543828 68170.7317073171 2 41 5014 "2023-09-26" 18.0768762 59.2955097 645
"Tantogatan 67, 6 tr" "tantogatan 67, 6 tr, 118 42 stockholm, sweden" "Stockholm" "Apartment" "No" 3600000 250000 0.0746268656716418 78823.5294117647 2 42.5 5676 "2023-09-26" 18.0464837 59.3100693 646
"Grönlingens väg 5" "grönlingens väg 5, 174 62 sundbyberg, sweden" "Sundbyberg" "Apartment" "Yes" 2550000 55000 0.0220440881763526 42288.1355932203 2 59 6840 "2023-09-26" 17.955852 59.3853153 647
"Storkällans väg 1" "storkällans väg 1, 138 40 älta, sweden" "Nacka" "Apartment" "No" 3825000 30000 0.0079051383399209 51283.7837837838 3 74 9553 "2023-09-26" 18.1988736 59.2563873 648
"Atlasgatan 13" "atlasgatan 13, 113 20 stockholm, sweden" "Stockholm" "Apartment" "No" 3125000 250000 0.0869565217391304 115000 2 25 4870 "2023-09-26" 18.0375088 59.3382991 649
"Täbybergsvägen 8" "täbybergsvägen 8, 187 70 täby, sweden" "Täby" "Villa" "No" 7150000 655000 0.100846805234796 41107.5949367089 6 158 63376 "2023-09-26" 18.060648 59.4977014 650
"Karlbergsvägen 32B" "karlbergsvägen 32b, 113 27 stockholm, sweden" "Stockholm" "Apartment" "No" 10120000 1125000 0.125069483046137 102215.909090909 4 88 8400 "2023-09-26" 18.0434601 59.3429819 651
"Marieborgsgatan 65" "marieborgsgatan 65, 174 62 sundbyberg, sweden" "Sundbyberg" "Apartment" "No" 3400000 150000 0.0461538461538462 40625 3 80 17574 "2023-09-26" 17.948715 59.3866 652
"Solnavägen 29J, 5tr" "solnavägen 29j, 5tr, 171 45 solna, sweden" "Solna" "Apartment" "Yes" 2395000 0 0 66527.7777777778 1 36 7425 "2023-09-26" 18.0019763 59.3601733 653
"Ture Nermans gränd 6, 4 tr." "ture nermans gränd 6, 4 tr, 112 37 stockholm, sweden" "Stockholm" "Apartment" "No" 4100000 -95000 -0.0226460071513707 111866.666666667 2 37.5 6000 "2023-09-26" 18.030805 59.329916 654
"Skäftingebacken 11" "skäftingebacken 11, 163 67 spånga, sweden" "Stockholm" "Apartment" "Yes" 1850000 -50000 -0.0263157894736842 23456.7901234568 3 81 3600 "2023-09-26" 17.9015608 59.3974972 655
"Grevgatan 19" "grevgatan 19, 114 53 stockholm, sweden" "Stockholm" "Apartment" "Yes" 3560000 610000 0.206779661016949 122916.666666667 1 24 3600 "2023-09-26" 18.0842932 59.333764 656
"Blekingegatan 12A, vån 4/4" "blekingegatan 12a, 118 56 stockholm, sweden" "Stockholm" "Apartment" "Yes" 1.3e+07 0 0 84967.3202614379 4 153 11400 "2023-09-26" 18.0658624 59.3092358 657
"Billborgsgatan 12" "billborgsgatan 12, 761 30 norrtälje, sweden" "Norrtälje" "Apartment" "Yes" 1850000 -125000 -0.0632911392405063 38649.7064579256 2 51.1 3600 "2023-09-26" 18.7039377 59.759666 658
"Hagalundsgatan 12, vån 4" "hagalundsgatan 12, vån 4, 169 63 solna, sweden" "Solna" "Apartment" "Yes" 2250000 155000 0.0739856801909309 35508.4745762712 2 59 10094 "2023-09-26" 18.0099727 59.3618526 659
"Lundagatan 44B, 1 tr ö.g" "lundagatan 44b, 1 tr, 117 27 stockholm, sweden" "Stockholm" "Apartment" "No" 3100000 350000 0.127272727272727 1e+05 1 27.5 11500 "2023-09-26" 18.0441223 59.3186661 660
"Oxelvägen 45, 3 tr" "oxelvägen 45, 3 tr, 138 32 älta, sweden" "Nacka" "Apartment" "Yes" 2195000 0 0 24662.9213483146 3 89 5080 "2023-09-26" 18.1742802 59.2572199 661
